Country or territory of asylum or residence,Country or territory of origin,Year,Refugees,Refugees assisted by UNHCR,Total refugees and people in refugee-like situations,Total refugees and people in refugee-like situations assisted by UNHCR
Turkey,Myanmar,2016,1,1,1,1
Turkey,Nigeria,2016,10,10,10,10
Turkey,Pakistan,2016,50,50,50,50
Turkey,Philippines,2016,5,5,5,5
Turkey,Russian Federation,2016,5,5,5,5
Turkey,Saudi Arabia,2016,4,4,4,4
Turkey,Senegal,2016,3,3,3,3
Turkey,Sierra Leone,2016,3,3,3,3
Turkey,Somalia,2016,2239,2239,2239,2239
Turkey,South Sudan,2016,4,4,4,4
Turkey,Sri Lanka,2016,12,12,12,12
Turkey,State of Palestine,2016,1043,1043,1043,1043
Turkey,Stateless,2016,81,81,81,81
Turkey,Sudan,2016,269,269,269,269
Turkey,Syrian Arab Rep.,2016,2823987,2823987,2823987,2823987
Turkey,Tajikistan,2016,8,8,8,8
Turkey,Togo,2016,3,3,3,3
Turkey,Tunisia,2016,9,9,9,9
Turkey,Turkmenistan,2016,5,5,5,5
Turkey,Uganda,2016,23,23,23,23
Turkey,Ukraine,2016,1,1,1,1
Turkey,United Arab Emirates,2016,1,1,1,1
Turkey,Uzbekistan,2016,50,50,50,50
Turkey,Yemen,2016,156,156,156,156
Turkmenistan,Afghanistan,2016,19,19,19,19
Turkmenistan,Azerbaijan,2016,7,7,7,7
Turkmenistan,Russian Federation,2016,1,1,1,1
Turks and Caicos Islands,Colombia,2016,1,1,1,1
Turks and Caicos Islands,Cuba,2016,3,3,3,3
Uganda,Burundi,2016,41012,41012,41012,41012
Uganda,Canada,2016,2,2,2,2
Uganda,Central African Rep.,2016,21,21,21,21
Uganda,Chad,2016,5,5,5,5
Uganda,Congo,2016,4,4,4,4
Uganda,Dem. Rep. of the Congo,2016,205363,205363,205363,205363
Uganda,Eritrea,2016,4511,4511,4511,4511
Uganda,Ethiopia,2016,2002,2002,2002,2002
Uganda,Islamic Rep. of Iran,2016,2,2,2,2
Uganda,Kenya,2016,194,194,194,194
Uganda,Liberia,2016,4,4,4,4
Uganda,Malawi,2016,1,1,1,1
Uganda,Nigeria,2016,2,2,2,2
Uganda,Pakistan,2016,201,201,201,201
Uganda,Rwanda,2016,15231,15231,15231,15231
Uganda,Senegal,2016,1,1,1,1
Uganda,Somalia,2016,30689,30689,30689,30689
Uganda,South Sudan,2016,639007,639007,639007,639007
Uganda,Sudan,2016,2545,2545,2545,2545
Uganda,Syrian Arab Rep.,2016,7,7,7,7
Uganda,Turkey,2016,1,1,1,1
Uganda,United Rep. of Tanzania,2016,2,2,2,2
Uganda,Yemen,2016,27,27,27,27
Uganda,Zambia,2016,1,1,1,1
Ukraine,Afghanistan,2016,1497,169,1497,169
Ukraine,Algeria,2016,1,,1,
Ukraine,Angola,2016,27,,27,
Ukraine,Armenia,2016,194,6,194,6
Ukraine,Azerbaijan,2016,157,4,157,4
Ukraine,Bangladesh,2016,1,,1,
Ukraine,Belarus,2016,25,,25,
Ukraine,Bosnia and Herzegovina,2016,2,,2,
Ukraine,Burkina Faso,2016,1,,1,
Ukraine,Burundi,2016,6,,6,
Ukraine,Cameroon,2016,3,3,3,3
Ukraine,Chad,2016,7,,7,
Ukraine,Congo,2016,21,6,21,6
Ukraine,Côte d'Ivoire,2016,3,2,3,2
Ukraine,Dem. Rep. of the Congo,2016,72,12,72,12
Ukraine,Egypt,2016,3,,3,
Ukraine,Eritrea,2016,18,11,18,11
Ukraine,Ethiopia,2016,20,8,20,8
Ukraine,Gambia,2016,1,1,1,1
Ukraine,Georgia,2016,49,5,49,5
Ukraine,Guinea,2016,6,6,6,6
Ukraine,Guinea-Bissau,2016,1,,1,
Ukraine,India,2016,2,,2,
Ukraine,Iraq,2016,87,25,87,25
Ukraine,Islamic Rep. of Iran,2016,58,24,58,24
Ukraine,Jordan,2016,3,,3,
Ukraine,Kazakhstan,2016,10,4,10,4
Ukraine,Kyrgyzstan,2016,10,7,10,7
Ukraine,Lebanon,2016,9,,9,
Ukraine,Liberia,2016,3,,3,
Ukraine,Libya,2016,1,1,1,1
Ukraine,Madagascar,2016,2,,2,
Ukraine,Mali,2016,2,,2,
Ukraine,Mozambique,2016,1,,1,
Ukraine,Nepal,2016,2,,2,
Ukraine,Nigeria,2016,5,,5,
Ukraine,Pakistan,2016,10,3,10,3
Ukraine,Russian Federation,2016,133,22,133,22
Ukraine,Rwanda,2016,4,1,4,1
Ukraine,Saudi Arabia,2016,1,,1,
Ukraine,Serbia,2016,4,,4,
Ukraine,Sierra Leone,2016,5,4,5,4
Ukraine,Somalia,2016,133,41,133,41
Ukraine,South Sudan,2016,1,,1,
Ukraine,Sri Lanka,2016,8,3,8,3
Ukraine,State of Palestine,2016,37,10,37,10
Ukraine,Stateless,2016,51,5,51,5
Ukraine,Sudan,2016,61,15,61,15
Ukraine,Syrian Arab Rep.,2016,446,98,446,98
Ukraine,Tajikistan,2016,14,,14,
Ukraine,Togo,2016,2,,2,
Ukraine,Tonga,2016,1,,1,
Ukraine,Turkey,2016,14,4,14,4
Ukraine,Turkmenistan,2016,7,,7,
Ukraine,Uganda,2016,1,,1,
Ukraine,Uzbekistan,2016,55,23,55,23
Ukraine,Yemen,2016,3,,3,
Ukraine,Zimbabwe,2016,1,,1,
United Arab Emirates,Ethiopia,2016,6,6,6,6
United Arab Emirates,Iraq,2016,741,741,741,741
United Arab Emirates,Islamic Rep. of Iran,2016,2,2,2,2
United Arab Emirates,Pakistan,2016,1,1,1,1
United Arab Emirates,Somalia,2016,17,17,17,17
United Arab Emirates,Sri Lanka,2016,1,1,1,1
United Arab Emirates,State of Palestine,2016,1,1,1,1
United Arab Emirates,Stateless,2016,2,2,2,2
United Arab Emirates,Sudan,2016,5,5,5,5
United Arab Emirates,Syrian Arab Rep.,2016,119,119,119,119
United Kingdom,Afghanistan,2016,9752,,9752,
United Kingdom,Albania,2016,2256,,2256,
United Kingdom,Algeria,2016,321,,321,
United Kingdom,Angola,2016,272,,272,
United Kingdom,Antigua and Barbuda,2016,2,,2,
United Kingdom,Argentina,2016,1,,1,
United Kingdom,Armenia,2016,42,,42,
United Kingdom,Australia,2016,4,,4,
United Kingdom,Azerbaijan,2016,79,,79,
United Kingdom,Bahamas,2016,3,,3,
United Kingdom,Bahrain,2016,153,,153,
United Kingdom,Bangladesh,2016,1056,,1056,
United Kingdom,Barbados,2016,2,,2,
United Kingdom,Belarus,2016,171,,171,
United Kingdom,Belize,2016,3,,3,
United Kingdom,Benin,2016,9,,9,
United Kingdom,Bhutan,2016,89,,89,
United Kingdom,Bolivia (Plurinational State of),2016,15,,15,
United Kingdom,Bosnia and Herzegovina,2016,33,,33,
United Kingdom,Botswana,2016,17,,17,
United Kingdom,Brazil,2016,14,,14,
United Kingdom,Bulgaria,2016,1,,1,
United Kingdom,Burkina Faso,2016,5,,5,
United Kingdom,Burundi,2016,70,,70,
United Kingdom,Cabo Verde,2016,4,,4,
United Kingdom,Cameroon,2016,559,,559,
United Kingdom,Canada,2016,10,,10,
United Kingdom,Central African Rep.,2016,9,,9,
United Kingdom,Chad,2016,48,,48,
United Kingdom,Chile,2016,1,,1,
United Kingdom,China,2016,1773,,1773,
United Kingdom,Colombia,2016,54,,54,
United Kingdom,Comoros,2016,3,,3,
United Kingdom,Congo,2016,144,,144,
United Kingdom,Cook Islands,2016,1,,1,
United Kingdom,Côte d'Ivoire,2016,264,,264,
United Kingdom,Croatia,2016,4,,4,
United Kingdom,Cuba,2016,15,,15,
United Kingdom,Cyprus,2016,1,,1,
United Kingdom,Dem. People's Rep. of Korea,2016,585,,585,
United Kingdom,Dem. Rep. of the Congo,2016,1308,,1308,
United Kingdom,Djibouti,2016,3,,3,
United Kingdom,Dominica,2016,7,,7,
United Kingdom,Ecuador,2016,14,,14,
United Kingdom,Egypt,2016,539,,539,
United Kingdom,El Salvador,2016,29,,29,
United Kingdom,Equatorial Guinea,2016,1,,1,
United Kingdom,Eritrea,2016,13720,,13720,
United Kingdom,Ethiopia,2016,1229,,1229,
United Kingdom,Fiji,2016,9,,9,
United Kingdom,France,2016,2,,2,
United Kingdom,French Guiana,2016,1,,1,
United Kingdom,Gabon,2016,2,,2,
United Kingdom,Gambia,2016,1308,,1308,
United Kingdom,Georgia,2016,45,,45,
United Kingdom,Germany,2016,1,,1,
United Kingdom,Ghana,2016,251,,251,
United Kingdom,Greece,2016,2,,2,
United Kingdom,Grenada,2016,9,,9,
United Kingdom,Guatemala,2016,4,,4,
United Kingdom,Guinea,2016,303,,303,
United Kingdom,Guinea-Bissau,2016,9,,9,
United Kingdom,Guyana,2016,16,,16,
United Kingdom,Haiti,2016,2,,2,
United Kingdom,Honduras,2016,31,,31,
United Kingdom,"Hong Kong SAR, China",2016,1,,1,
United Kingdom,India,2016,301,,301,
United Kingdom,Indonesia,2016,15,,15,
United Kingdom,Iraq,2016,3687,,3687,
United Kingdom,Ireland,2016,2,,2,
United Kingdom,Islamic Rep. of Iran,2016,14363,,14363,
United Kingdom,Israel,2016,10,,10,
United Kingdom,Jamaica,2016,364,,364,
United Kingdom,Japan,2016,1,,1,
United Kingdom,Jordan,2016,49,,49,
United Kingdom,Kazakhstan,2016,12,,12,
United Kingdom,Kenya,2016,302,,302,
United Kingdom,Kuwait,2016,588,,588,
United Kingdom,Kyrgyzstan,2016,29,,29,
United Kingdom,Lao People's Dem. Rep.,2016,2,,2,
United Kingdom,Lebanon,2016,129,,129,
United Kingdom,Lesotho,2016,1,,1,
United Kingdom,Liberia,2016,45,,45,
United Kingdom,Libya,2016,1368,,1368,
United Kingdom,Madagascar,2016,1,,1,
United Kingdom,Malawi,2016,305,,305,
United Kingdom,Malaysia,2016,106,,106,
United Kingdom,Maldives,2016,24,,24,
United Kingdom,Mali,2016,19,,19,
United Kingdom,Mauritania,2016,7,,7,
United Kingdom,Mauritius,2016,38,,38,
United Kingdom,Mexico,2016,8,,8,
United Kingdom,Mongolia,2016,76,,76,
United Kingdom,Morocco,2016,148,,148,
United Kingdom,Mozambique,2016,3,,3,
United Kingdom,Myanmar,2016,953,,953,
United Kingdom,Namibia,2016,21,,21,
United Kingdom,Nepal,2016,20,,20,
United Kingdom,Netherlands,2016,2,,2,
United Kingdom,New Zealand,2016,1,,1,
United Kingdom,Nicaragua,2016,1,,1,
United Kingdom,Niger,2016,6,,6,
United Kingdom,Nigeria,2016,2003,,2003,
United Kingdom,Norway,2016,3,,3,
United Kingdom,Oman,2016,12,,12,
United Kingdom,Pakistan,2016,6814,,6814,
United Kingdom,Panama,2016,1,,1,
United Kingdom,Paraguay,2016,1,,1,
United Kingdom,Peru,2016,1,,1,
United Kingdom,Philippines,2016,13,,13,
United Kingdom,Portugal,2016,1,,1,
United Kingdom,Qatar,2016,4,,4,
United Kingdom,Rep. of Korea,2016,7,,7,
United Kingdom,Rep. of Moldova,2016,26,,26,
United Kingdom,Romania,2016,4,,4,
United Kingdom,Russian Federation,2016,450,,450,
United Kingdom,Rwanda,2016,118,,118,
United Kingdom,Saint Kitts and Nevis,2016,6,,6,
United Kingdom,Saint Lucia,2016,16,,16,
United Kingdom,Saint Vincent and the Grenadines,2016,14,,14,
United Kingdom,Saudi Arabia,2016,103,,103,
United Kingdom,Senegal,2016,73,,73,
United Kingdom,Serbia,2016,125,,125,
United Kingdom,Seychelles,2016,1,,1,
United Kingdom,Sierra Leone,2016,340,,340,
United Kingdom,Singapore,2016,2,,2,
United Kingdom,Somalia,2016,5954,,5954,
United Kingdom,South Africa,2016,162,,162,
United Kingdom,South Sudan,2016,25,,25,
United Kingdom,Sri Lanka,2016,5809,,5809,
United Kingdom,State of Palestine,2016,480,,480,
United Kingdom,Stateless,2016,1841,,1841,
United Kingdom,Sudan,2016,7326,,7326,
United Kingdom,Swaziland,2016,54,,54,
United Kingdom,Syrian Arab Rep.,2016,8269,,8269,
United Kingdom,Tajikistan,2016,8,,8,
United Kingdom,Thailand,2016,25,,25,
United Kingdom,The former Yugoslav Rep. of Macedonia,2016,20,,20,
United Kingdom,Togo,2016,20,,20,
United Kingdom,Trinidad and Tobago,2016,51,,51,
United Kingdom,Tunisia,2016,35,,35,
United Kingdom,Turkey,2016,893,,893,
United Kingdom,Turkmenistan,2016,18,,18,
United Kingdom,Tuvalu,2016,1,,1,
United Kingdom,Uganda,2016,1115,,1115,
United Kingdom,Ukraine,2016,90,,90,
United Kingdom,United Arab Emirates,2016,18,,18,
United Kingdom,United Rep. of Tanzania,2016,68,,68,
United Kingdom,United States,2016,41,,41,
United Kingdom,Uzbekistan,2016,68,,68,
United Kingdom,Various,2016,6775,,6775,
United Kingdom,Venezuela (Bolivarian Republic of),2016,29,,29,
United Kingdom,Viet Nam,2016,738,,738,
United Kingdom,Western Sahara,2016,11,,11,
United Kingdom,Yemen,2016,356,,356,
United Kingdom,Zambia,2016,69,,69,
United Kingdom,Zimbabwe,2016,8790,,8790,
United Rep. of Tanzania,Burundi,2016,230850,230850,230850,230850
United Rep. of Tanzania,Dem. Rep. of the Congo,2016,50324,50324,50324,50324
United Rep. of Tanzania,Somalia,2016,150,150,150,150
United Rep. of Tanzania,Various,2016,174,174,174,174
United States,Afghanistan,2016,1466,,1466,
United States,Albania,2016,1738,,1738,
United States,Algeria,2016,131,,131,
United States,Andorra,2016,1,,1,
United States,Angola,2016,130,,130,
United States,Antigua and Barbuda,2016,3,,3,
United States,Argentina,2016,59,,59,
United States,Armenia,2016,1993,,1993,
United States,Australia,2016,2,,2,
United States,Austria,2016,2,,2,
United States,Azerbaijan,2016,294,,294,
United States,Bahamas,2016,180,,180,
United States,Bahrain,2016,45,,45,
United States,Bangladesh,2016,1085,,1085,
United States,Barbados,2016,1,,1,
United States,Belarus,2016,1623,,1623,
United States,Belgium,2016,32,,32,
United States,Belize,2016,40,,40,
United States,Benin,2016,90,,90,
United States,Bhutan,2016,50,,50,
United States,Bolivia (Plurinational State of),2016,114,,114,
United States,Bosnia and Herzegovina,2016,126,,126,
United States,Botswana,2016,2,,2,
United States,Brazil,2016,594,,594,
United States,Bulgaria,2016,432,,432,
United States,Burkina Faso,2016,1007,,1007,
United States,Burundi,2016,704,,704,
United States,Cambodia,2016,175,,175,
United States,Cameroon,2016,4085,,4085,
United States,Canada,2016,43,,43,
United States,Cayman Islands,2016,6,,6,
United States,Central African Rep.,2016,197,,197,
United States,Chad,2016,363,,363,
United States,Chile,2016,29,,29,
United States,China,2016,72507,,72507,
United States,Colombia,2016,5803,,5803,
United States,Comoros,2016,5,,5,
United States,Congo,2016,1301,,1301,
United States,Costa Rica,2016,172,,172,
United States,Côte d'Ivoire,2016,1389,,1389,
United States,Croatia,2016,45,,45,
United States,Cuba,2016,406,,406,
United States,Curaçao,2016,35,,35,
United States,Cyprus,2016,1,,1,
United States,Czechia,2016,15,,15,
United States,Dem. People's Rep. of Korea,2016,13,,13,
United States,Dem. Rep. of the Congo,2016,847,,847,
United States,Djibouti,2016,250,,250,
United States,Dominica,2016,7,,7,
United States,Dominican Rep.,2016,151,,151,
United States,Ecuador,2016,745,,745,
United States,Egypt,2016,11220,,11220,
United States,El Salvador,2016,14331,,14331,
United States,Equatorial Guinea,2016,9,,9,
United States,Eritrea,2016,4480,,4480,
United States,Estonia,2016,276,,276,
United States,Ethiopia,2016,10216,,10216,
United States,Fiji,2016,278,,278,
United States,Finland,2016,4,,4,
United States,France,2016,24,,24,
United States,Gabon,2016,40,,40,
United States,Gambia,2016,1425,,1425,
United States,Georgia,2016,370,,370,
United States,Germany,2016,41,,41,
United States,Ghana,2016,361,,361,
United States,Gibraltar,2016,1,,1,
United States,Greece,2016,19,,19,
United States,Grenada,2016,24,,24,
United States,Guatemala,2016,11328,,11328,
United States,Guinea,2016,2476,,2476,
United States,Guinea-Bissau,2016,25,,25,
United States,Guyana,2016,78,,78,
United States,Haiti,2016,18484,,18484,
United States,Honduras,2016,7128,,7128,
United States,"Hong Kong SAR, China",2016,3,,3,
United States,Hungary,2016,19,,19,
United States,India,2016,4515,,4515,
United States,Indonesia,2016,2524,,2524,
United States,Iraq,2016,6082,,6082,
United States,Ireland,2016,1,,1,
United States,Islamic Rep. of Iran,2016,5400,,5400,
United States,Israel,2016,131,,131,
United States,Italy,2016,19,,19,
United States,Jamaica,2016,590,,590,
United States,Japan,2016,6,,6,
United States,Jordan,2016,388,,388,
United States,Kazakhstan,2016,658,,658,
United States,Kenya,2016,2196,,2196,
United States,Kuwait,2016,112,,112,
United States,Kyrgyzstan,2016,1089,,1089,
United States,Lao People's Dem. Rep.,2016,151,,151,
United States,Latvia,2016,27,,27,
United States,Lebanon,2016,404,,404,
United States,Lesotho,2016,5,,5,
United States,Liberia,2016,1176,,1176,
United States,Libya,2016,236,,236,
United States,Lithuania,2016,18,,18,
United States,"Macao SAR, China",2016,1,,1,
United States,Madagascar,2016,17,,17,
United States,Malawi,2016,31,,31,
United States,Malaysia,2016,100,,100,
United States,Maldives,2016,6,,6,
United States,Mali,2016,1215,,1215,
United States,Marshall Islands,2016,3,,3,
United States,Mauritania,2016,991,,991,
United States,Mauritius,2016,31,,31,
United States,Mexico,2016,6161,,6161,
United States,Monaco,2016,3,,3,
United States,Mongolia,2016,836,,836,
United States,Montenegro,2016,105,,105,
United States,Morocco,2016,113,,113,
United States,Mozambique,2016,1,,1,
United States,Myanmar,2016,1751,,1751,
United States,Namibia,2016,45,,45,
United States,Nepal,2016,6784,,6784,
United States,Netherlands,2016,13,,13,
United States,New Zealand,2016,1,,1,
United States,Nicaragua,2016,513,,513,
United States,Niger,2016,134,,134,
United States,Nigeria,2016,983,,983,
United States,Niue,2016,19,,19,
United States,Norway,2016,1,,1,
United States,Oman,2016,3,,3,
United States,Pakistan,2016,3118,,3118,
United States,Panama,2016,15,,15,
United States,Papua New Guinea,2016,1,,1,
United States,Paraguay,2016,19,,19,
United States,Peru,2016,580,,580,
United States,Philippines,2016,138,,138,
United States,Poland,2016,27,,27,
United States,Portugal,2016,4,,4,
United States,Qatar,2016,10,,10,
United States,Rep. of Korea,2016,30,,30,
United States,Rep. of Moldova,2016,1322,,1322,
United States,Romania,2016,343,,343,
United States,Russian Federation,2016,5503,,5503,
United States,Rwanda,2016,1061,,1061,
United States,Saint Kitts and Nevis,2016,3,,3,
United States,Saint Lucia,2016,9,,9,
United States,Saint Vincent and the Grenadines,2016,31,,31,
United States,Saudi Arabia,2016,318,,318,
United States,Senegal,2016,361,,361,
United States,Serbia,2016,1187,,1187,
United States,Seychelles,2016,3,,3,
United States,Sierra Leone,2016,549,,549,
United States,Singapore,2016,15,,15,
United States,Slovakia,2016,12,,12,
United States,Slovenia,2016,4,,4,
United States,Somalia,2016,2319,,2319,
United States,South Africa,2016,42,,42,
United States,South Sudan,2016,4,,4,
United States,Spain,2016,11,,11,
United States,Sri Lanka,2016,1271,,1271,
United States,State of Palestine,2016,5,,5,
United States,Stateless,2016,571,,571,
United States,Sudan,2016,1383,,1383,
United States,Suriname,2016,8,,8,
United States,Swaziland,2016,1,,1,
United States,Sweden,2016,8,,8,
United States,Switzerland,2016,4,,4,
United States,Syrian Arab Rep.,2016,6444,,6444,
United States,Tajikistan,2016,259,,259,
United States,Thailand,2016,27,,27,
United States,The former Yugoslav Rep. of Macedonia,2016,119,,119,
United States,Togo,2016,683,,683,
United States,Trinidad and Tobago,2016,60,,60,
United States,Tunisia,2016,56,,56,
United States,Turkey,2016,389,,389,
United States,Turkmenistan,2016,174,,174,
United States,Turks and Caicos Islands,2016,14,,14,
United States,Uganda,2016,1268,,1268,
United States,Ukraine,2016,1573,,1573,
United States,United Arab Emirates,2016,36,,36,
United States,United Kingdom,2016,42,,42,
United States,United Rep. of Tanzania,2016,128,,128,
United States,Uruguay,2016,3,,3,
United States,Uzbekistan,2016,1298,,1298,
United States,Various,2016,3814,,3814,
United States,Venezuela (Bolivarian Republic of),2016,5519,,5519,
United States,Viet Nam,2016,264,,264,
United States,Yemen,2016,509,,509,
United States,Zambia,2016,44,,44,
United States,Zimbabwe,2016,1163,,1163,
Uruguay,Argentina,2016,1,,1,
Uruguay,Belarus,2016,1,,1,
Uruguay,Bolivia (Plurinational State of),2016,3,2,3,2
Uruguay,Cameroon,2016,7,1,7,1
Uruguay,Chile,2016,1,,1,
Uruguay,Colombia,2016,135,45,135,45
Uruguay,Congo,2016,3,,3,
Uruguay,Côte d'Ivoire,2016,2,,2,
Uruguay,Cuba,2016,12,1,12,1
Uruguay,Ecuador,2016,7,3,7,3
Uruguay,El Salvador,2016,2,1,2,1
Uruguay,Georgia,2016,1,,1,
Uruguay,Ghana,2016,1,,1,
Uruguay,Honduras,2016,1,1,1,1
Uruguay,Iraq,2016,1,,1,
Uruguay,Islamic Rep. of Iran,2016,1,1,1,1
Uruguay,Latvia,2016,5,1,5,1
Uruguay,Liberia,2016,1,,1,
Uruguay,Libya,2016,4,4,4,4
Uruguay,Lithuania,2016,1,,1,
Uruguay,Mexico,2016,5,4,5,4
Uruguay,Nigeria,2016,13,3,13,3
Uruguay,Peru,2016,7,2,7,2
Uruguay,Russian Federation,2016,12,1,12,1
Uruguay,Sierra Leone,2016,1,,1,
Uruguay,Somalia,2016,3,,3,
Uruguay,State of Palestine,2016,1,1,1,1
Uruguay,Sudan,2016,1,,1,
Uruguay,Syrian Arab Rep.,2016,60,14,60,14
Uruguay,Tunisia,2016,2,2,2,2
Uruguay,Turkey,2016,1,1,1,1
Uruguay,Ukraine,2016,11,,11,
Uruguay,Venezuela (Bolivarian Republic of),2016,4,4,4,4
Uruguay,Zimbabwe,2016,1,,1,
Uzbekistan,Afghanistan,2016,26,26,26,26
Uzbekistan,Azerbaijan,2016,1,1,1,1
Venezuela (Bolivarian Republic of),Afghanistan,2016,10,8,10,8
Venezuela (Bolivarian Republic of),Algeria,2016,1,,1,
Venezuela (Bolivarian Republic of),Burundi,2016,1,,1,
Venezuela (Bolivarian Republic of),Chile,2016,10,8,10,8
Venezuela (Bolivarian Republic of),Colombia,2016,7728,6182,171920,6182
Venezuela (Bolivarian Republic of),Congo,2016,4,2,4,2
Venezuela (Bolivarian Republic of),Côte d'Ivoire,2016,1,1,1,1
Venezuela (Bolivarian Republic of),Ecuador,2016,1,,1,
Venezuela (Bolivarian Republic of),Ethiopia,2016,2,1,2,1
Venezuela (Bolivarian Republic of),Gambia,2016,2,1,2,1
Venezuela (Bolivarian Republic of),Ghana,2016,2,1,2,1
Venezuela (Bolivarian Republic of),Haiti,2016,7,6,7,6
Venezuela (Bolivarian Republic of),Honduras,2016,1,,1,
Venezuela (Bolivarian Republic of),Iraq,2016,18,16,18,16
Venezuela (Bolivarian Republic of),Lebanon,2016,12,10,12,10
Venezuela (Bolivarian Republic of),Liberia,2016,9,8,9,8
Venezuela (Bolivarian Republic of),Libya,2016,3,2,3,2
Venezuela (Bolivarian Republic of),Nigeria,2016,7,6,7,6
Venezuela (Bolivarian Republic of),Pakistan,2016,1,,1,
Venezuela (Bolivarian Republic of),Peru,2016,4,3,4,3
Venezuela (Bolivarian Republic of),Rwanda,2016,3,2,3,2
Venezuela (Bolivarian Republic of),Serbia,2016,1,,1,
Venezuela (Bolivarian Republic of),Sierra Leone,2016,3,2,3,2
Venezuela (Bolivarian Republic of),Spain,2016,1,,1,
Venezuela (Bolivarian Republic of),State of Palestine,2016,7,6,7,6
Venezuela (Bolivarian Republic of),Stateless,2016,1,,1,
Venezuela (Bolivarian Republic of),Syrian Arab Rep.,2016,3,3,3,3
Venezuela (Bolivarian Republic of),Turkey,2016,6,5,6,5
Venezuela (Bolivarian Republic of),United States,2016,1,,1,
Venezuela (Bolivarian Republic of),Western Sahara,2016,11,9,11,9
Yemen,Algeria,2016,1,1,1,1
Yemen,Bangladesh,2016,2,2,2,2
Yemen,China,2016,1,1,1,1
Yemen,Côte d'Ivoire,2016,1,1,1,1
Yemen,Dem. People's Rep. of Korea,2016,1,1,1,1
Yemen,Dem. Rep. of the Congo,2016,4,4,4,4
Yemen,Djibouti,2016,3,3,3,3
Yemen,Egypt,2016,16,16,16,16
Yemen,Eritrea,2016,1402,1402,1402,1402
Yemen,Ethiopia,2016,5877,5877,5877,5877
Yemen,Iraq,2016,3381,3381,3381,3381
Yemen,Islamic Rep. of Iran,2016,3,3,3,3
Yemen,Jordan,2016,12,12,12,12
Yemen,Mali,2016,1,1,1,1
Yemen,Myanmar,2016,1,1,1,1
Yemen,Nigeria,2016,2,2,2,2
Yemen,Saudi Arabia,2016,6,6,6,6
Yemen,Somalia,2016,255121,105389,255121,105389
Yemen,State of Palestine,2016,579,579,579,579
Yemen,Sudan,2016,105,105,105,105
Yemen,Syrian Arab Rep.,2016,3249,3249,3249,3249
Yemen,Viet Nam,2016,15,15,15,15
Zambia,Afghanistan,2016,1,1,1,1
Zambia,Burundi,2016,3637,3237,3637,3237
Zambia,Congo,2016,2,2,2,2
Zambia,Dem. Rep. of the Congo,2016,21338,16838,21338,16838
Zambia,Eritrea,2016,17,17,17,17
Zambia,Ethiopia,2016,60,60,60,60
Zambia,Guinea,2016,1,1,1,1
Zambia,Lebanon,2016,6,6,6,6
Zambia,Liberia,2016,19,19,19,19
Zambia,Malawi,2016,1,1,1,1
Zambia,Mali,2016,1,1,1,1
Zambia,Namibia,2016,1,1,1,1
Zambia,Rwanda,2016,1496,796,1496,796
Zambia,Sierra Leone,2016,2,2,2,2
Zambia,Somalia,2016,2595,2595,2595,2595
Zambia,South Africa,2016,6,6,6,6
Zambia,State of Palestine,2016,10,10,10,10
Zambia,Sudan,2016,37,37,37,37
Zambia,Syrian Arab Rep.,2016,5,5,5,5
Zambia,The former Yugoslav Rep. of Macedonia,2016,2,2,2,2
Zambia,Uganda,2016,105,105,105,105
Zambia,United Rep. of Tanzania,2016,1,1,1,1
Zambia,Zimbabwe,2016,7,7,7,7
Zimbabwe,Angola,2016,1,1,1,1
Zimbabwe,Burundi,2016,631,631,631,631
Zimbabwe,Congo,2016,15,15,15,15
Zimbabwe,Côte d'Ivoire,2016,10,10,10,10
Zimbabwe,Dem. Rep. of the Congo,2016,5925,5925,5925,5925
Zimbabwe,Eritrea,2016,19,19,19,19
Zimbabwe,Ethiopia,2016,61,61,61,61
Zimbabwe,Lebanon,2016,1,1,1,1
Zimbabwe,Liberia,2016,1,1,1,1
